"rank" "probability" "cumulative" "Core_shifts"
"66" 66 0.002 0.884 3
"67" 67 0.002 0.886 4
"68" 68 0.002 0.888 3
"69" 69 0.002 0.89 4
"70" 70 0.002 0.892 3
"71" 71 0.002 0.894 3
"72" 72 0.002 0.896 3
"73" 73 0.001 0.897 4
"74" 74 0.001 0.898 4
"75" 75 0.001 0.899 4
"76" 76 0.001 0.9 2
"77" 77 0.001 0.901 3
"78" 78 0.001 0.902 3
"79" 79 0.001 0.903 3
"80" 80 0.001 0.904 4
"81" 81 0.001 0.905 4
"82" 82 0.001 0.906 4
"83" 83 0.001 0.907 4
"84" 84 0.001 0.908 3
"85" 85 0.001 0.909 4
"86" 86 0.001 0.91 3
"87" 87 0.001 0.911 3
"88" 88 0.001 0.912 3
"89" 89 0.001 0.913 3
"90" 90 0.001 0.914 3
"91" 91 0.001 0.915 4
"92" 92 0.001 0.916 3
"93" 93 0.001 0.917 2
"94" 94 0.001 0.918 4
"95" 95 0.001 0.919 3
"96" 96 0.001 0.92 1
"97" 97 0.001 0.921 6
"98" 98 0.001 0.922 3
"99" 99 0.001 0.923 3
"100" 100 0.001 0.924 3
"101" 101 0.001 0.925 3
"102" 102 0.001 0.926 4
"103" 103 0.001 0.927 5
"104" 104 0.001 0.928 5
"105" 105 0.001 0.929 6
"106" 106 0.001 0.93 4
"107" 107 0.001 0.931 3
"108" 108 0.001 0.932 4
"109" 109 0.001 0.933 4
"110" 110 0.001 0.934 4
"111" 111 0.001 0.935 5
"112" 112 0.001 0.936 3
"113" 113 0.001 0.937 5
"114" 114 0.001 0.938 6
"115" 115 0.001 0.939 3
"116" 116 0.001 0.94 4
"117" 117 0.001 0.941 3
"118" 118 0.001 0.942 4
"119" 119 0.001 0.943 3
"120" 120 0.001 0.944 5
"121" 121 0.001 0.945 4
"122" 122 0.001 0.946 3
"123" 123 0.001 0.947 1
"124" 124 0.001 0.948 4
"125" 125 0.001 0.949 2
"126" 126 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.3 0.3 2
"2" 2 0.063 0.363 2
"3" 3 0.057 0.42 2
"4" 4 0.052 0.472 2
"5" 5 0.037 0.509 2
"6" 6 0.034 0.543 3
"7" 7 0.026 0.569 3
"8" 8 0.024 0.593 2
"9" 9 0.019 0.612 2
"10" 10 0.015 0.627 3
"11" 11 0.014 0.641 2
"12" 12 0.013 0.654 1
"13" 13 0.012 0.666 2
"14" 14 0.011 0.677 3
"15" 15 0.011 0.688 3
"16" 16 0.011 0.699 3
"17" 17 0.01 0.709 3
"18" 18 0.01 0.719 3
"19" 19 0.01 0.729 2
"20" 20 0.007 0.736 3
"21" 21 0.006 0.742 3
"22" 22 0.005 0.747 3
"23" 23 0.005 0.752 3
"24" 24 0.005 0.757 3
"25" 25 0.005 0.762 3
"26" 26 0.005 0.767 3
"27" 27 0.005 0.772 3
"28" 28 0.005 0.777 2
"29" 29 0.005 0.782 3
"30" 30 0.005 0.787 3
"31" 31 0.004 0.791 2
"32" 32 0.004 0.795 3
"33" 33 0.004 0.799 3
"34" 34 0.004 0.803 2
"35" 35 0.004 0.807 3
"36" 36 0.004 0.811 4
"37" 37 0.004 0.815 3
"38" 38 0.003 0.818 3
"39" 39 0.003 0.821 3
"40" 40 0.003 0.824 3
"41" 41 0.003 0.827 3
"42" 42 0.003 0.83 3
"43" 43 0.003 0.833 3
"44" 44 0.003 0.836 4
"45" 45 0.003 0.839 1
"46" 46 0.003 0.842 3
"47" 47 0.003 0.845 3
"48" 48 0.003 0.848 4
"49" 49 0.002 0.85 4
"50" 50 0.002 0.852 4
"51" 51 0.002 0.854 3
"52" 52 0.002 0.856 2
"53" 53 0.002 0.858 4
"54" 54 0.002 0.86 5
"55" 55 0.002 0.862 3
"56" 56 0.002 0.864 4
"57" 57 0.002 0.866 2
"58" 58 0.002 0.868 4
"59" 59 0.002 0.87 4
"60" 60 0.002 0.872 3
"61" 61 0.002 0.874 3
"62" 62 0.002 0.876 3
"63" 63 0.002 0.878 3
"64" 64 0.002 0.88 4
"65" 65 0.002 0.882 3
"66" 66 0.002 0.884 3
"67" 67 0.002 0.886 4
"68" 68 0.002 0.888 3
"69" 69 0.002 0.89 4
"70" 70 0.002 0.892 3
"71" 71 0.002 0.894 3
"72" 72 0.002 0.896 3
"73" 73 0.001 0.897 4
"74" 74 0.001 0.898 4
"75" 75 0.001 0.899 4
"76" 76 0.001 0.9 2
"77" 77 0.001 0.901 3
"78" 78 0.001 0.902 3
"79" 79 0.001 0.903 3
"80" 80 0.001 0.904 4
"81" 81 0.001 0.905 4
"82" 82 0.001 0.906 4
"83" 83 0.001 0.907 4
"84" 84 0.001 0.908 3
"85" 85 0.001 0.909 4
"86" 86 0.001 0.91 3
"87" 87 0.001 0.911 3
"88" 88 0.001 0.912 3
"89" 89 0.001 0.913 3
"90" 90 0.001 0.914 3
"91" 91 0.001 0.915 4
"92" 92 0.001 0.916 3
"93" 93 0.001 0.917 2
"94" 94 0.001 0.918 4
"95" 95 0.001 0.919 3
"96" 96 0.001 0.92 1
"97" 97 0.001 0.921 6
"98" 98 0.001 0.922 3
"99" 99 0.001 0.923 3
"100" 100 0.001 0.924 3
"101" 101 0.001 0.925 3
"102" 102 0.001 0.926 4
"103" 103 0.001 0.927 5
"104" 104 0.001 0.928 5
"105" 105 0.001 0.929 6
"106" 106 0.001 0.93 4
"107" 107 0.001 0.931 3
"108" 108 0.001 0.932 4
"109" 109 0.001 0.933 4
"110" 110 0.001 0.934 4
"111" 111 0.001 0.935 5
"112" 112 0.001 0.936 3
"113" 113 0.001 0.937 5
"114" 114 0.001 0.938 6
"115" 115 0.001 0.939 3
"116" 116 0.001 0.94 4
"117" 117 0.001 0.941 3
"118" 118 0.001 0.942 4
"119" 119 0.001 0.943 3
"120" 120 0.001 0.944 5
"121" 121 0.001 0.945 4
"122" 122 0.001 0.946 3
"123" 123 0.001 0.947 1
"124" 124 0.001 0.948 4
"125" 125 0.001 0.949 2
"126" 126 0.001 0.95 3
