"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.178 0.178 3
"2" 2 0.155 0.333 2
"3" 3 0.092 0.425 1
"4" 4 0.065 0.49 0
"5" 5 0.064 0.554 3
"6" 6 0.05 0.604 1
"7" 7 0.049 0.653 2
"8" 8 0.037 0.69 2
"9" 9 0.029 0.719 3
"10" 10 0.025 0.744 4
"11" 11 0.023 0.767 2
"12" 12 0.017 0.784 3
"13" 13 0.015 0.799 4
"14" 14 0.013 0.812 3
"15" 15 0.012 0.824 3
"16" 16 0.012 0.836 3
"17" 17 0.009 0.845 2
"18" 18 0.008 0.853 4
"19" 19 0.008 0.861 4
"20" 20 0.008 0.869 2
"21" 21 0.006 0.875 3
"22" 22 0.005 0.88 4
"23" 23 0.004 0.884 2
"24" 24 0.004 0.888 4
"25" 25 0.004 0.892 4
"26" 26 0.004 0.896 3
"27" 27 0.004 0.9 3
"28" 28 0.003 0.903 4
"29" 29 0.003 0.906 3
"30" 30 0.003 0.909 3
"31" 31 0.003 0.912 4
"32" 32 0.003 0.915 4
"33" 33 0.003 0.918 3
"34" 34 0.003 0.921 4
"35" 35 0.003 0.924 3
"36" 36 0.003 0.927 3
"37" 37 0.003 0.93 2
"38" 38 0.002 0.932 3
"39" 39 0.002 0.934 2
"40" 40 0.002 0.936 4
"41" 41 0.002 0.938 4
"42" 42 0.002 0.94 2
"43" 43 0.002 0.942 4
"44" 44 0.002 0.944 4
"45" 45 0.002 0.946 3
"46" 46 0.002 0.948 4
"47" 47 0.002 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.178 0.178 3
"2" 2 0.155 0.333 2
"3" 3 0.092 0.425 1
"4" 4 0.065 0.49 0
"5" 5 0.064 0.554 3
"6" 6 0.05 0.604 1
"7" 7 0.049 0.653 2
"8" 8 0.037 0.69 2
"9" 9 0.029 0.719 3
"10" 10 0.025 0.744 4
"11" 11 0.023 0.767 2
"12" 12 0.017 0.784 3
"13" 13 0.015 0.799 4
"14" 14 0.013 0.812 3
"15" 15 0.012 0.824 3
"16" 16 0.012 0.836 3
"17" 17 0.009 0.845 2
"18" 18 0.008 0.853 4
"19" 19 0.008 0.861 4
"20" 20 0.008 0.869 2
"21" 21 0.006 0.875 3
"22" 22 0.005 0.88 4
"23" 23 0.004 0.884 2
"24" 24 0.004 0.888 4
"25" 25 0.004 0.892 4
"26" 26 0.004 0.896 3
"27" 27 0.004 0.9 3
"28" 28 0.003 0.903 4
"29" 29 0.003 0.906 3
"30" 30 0.003 0.909 3
"31" 31 0.003 0.912 4
"32" 32 0.003 0.915 4
"33" 33 0.003 0.918 3
"34" 34 0.003 0.921 4
"35" 35 0.003 0.924 3
"36" 36 0.003 0.927 3
"37" 37 0.003 0.93 2
"38" 38 0.002 0.932 3
"39" 39 0.002 0.934 2
"40" 40 0.002 0.936 4
"41" 41 0.002 0.938 4
"42" 42 0.002 0.94 2
"43" 43 0.002 0.942 4
"44" 44 0.002 0.944 4
"45" 45 0.002 0.946 3
"46" 46 0.002 0.948 4
"47" 47 0.002 0.95 3
