"rank" "probability" "cumulative" "Core_shifts"
"69" 69 0.001 0.939 4
"70" 70 0.001 0.94 2
"71" 71 0.001 0.941 3
"72" 72 0.001 0.942 3
"73" 73 0.001 0.943 3
"74" 74 0.001 0.944 3
"75" 75 0.001 0.945 4
"76" 76 0.001 0.946 3
"77" 77 0.001 0.947 4
"78" 78 0.001 0.948 4
"79" 79 0.001 0.949 4
"80" 80 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.267 0.267 2
"2" 2 0.159 0.426 2
"3" 3 0.143 0.569 1
"4" 4 0.046 0.615 3
"5" 5 0.038 0.653 2
"6" 6 0.023 0.676 3
"7" 7 0.019 0.695 2
"8" 8 0.018 0.713 2
"9" 9 0.018 0.731 3
"10" 10 0.012 0.743 3
"11" 11 0.011 0.754 3
"12" 12 0.01 0.764 3
"13" 13 0.01 0.774 3
"14" 14 0.009 0.783 2
"15" 15 0.009 0.792 2
"16" 16 0.009 0.801 2
"17" 17 0.008 0.809 2
"18" 18 0.006 0.815 3
"19" 19 0.006 0.821 2
"20" 20 0.006 0.827 4
"21" 21 0.005 0.832 3
"22" 22 0.005 0.837 3
"23" 23 0.004 0.841 3
"24" 24 0.004 0.845 4
"25" 25 0.004 0.849 3
"26" 26 0.004 0.853 4
"27" 27 0.004 0.857 4
"28" 28 0.004 0.861 2
"29" 29 0.003 0.864 3
"30" 30 0.003 0.867 3
"31" 31 0.003 0.87 3
"32" 32 0.003 0.873 4
"33" 33 0.003 0.876 4
"34" 34 0.003 0.879 3
"35" 35 0.003 0.882 3
"36" 36 0.003 0.885 3
"37" 37 0.003 0.888 3
"38" 38 0.003 0.891 3
"39" 39 0.003 0.894 2
"40" 40 0.003 0.897 5
"41" 41 0.002 0.899 3
"42" 42 0.002 0.901 3
"43" 43 0.002 0.903 3
"44" 44 0.002 0.905 4
"45" 45 0.002 0.907 3
"46" 46 0.002 0.909 3
"47" 47 0.002 0.911 4
"48" 48 0.002 0.913 5
"49" 49 0.002 0.915 5
"50" 50 0.002 0.917 3
"51" 51 0.002 0.919 3
"52" 52 0.002 0.921 3
"53" 53 0.002 0.923 3
"54" 54 0.001 0.924 3
"55" 55 0.001 0.925 3
"56" 56 0.001 0.926 4
"57" 57 0.001 0.927 2
"58" 58 0.001 0.928 4
"59" 59 0.001 0.929 2
"60" 60 0.001 0.93 3
"61" 61 0.001 0.931 4
"62" 62 0.001 0.932 4
"63" 63 0.001 0.933 2
"64" 64 0.001 0.934 4
"65" 65 0.001 0.935 5
"66" 66 0.001 0.936 7
"67" 67 0.001 0.937 5
"68" 68 0.001 0.938 4
"69" 69 0.001 0.939 4
"70" 70 0.001 0.94 2
"71" 71 0.001 0.941 3
"72" 72 0.001 0.942 3
"73" 73 0.001 0.943 3
"74" 74 0.001 0.944 3
"75" 75 0.001 0.945 4
"76" 76 0.001 0.946 3
"77" 77 0.001 0.947 4
"78" 78 0.001 0.948 4
"79" 79 0.001 0.949 4
"80" 80 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.267 0.267 2
"2" 2 0.159 0.426 2
"3" 3 0.143 0.569 1
"4" 4 0.046 0.615 3
"5" 5 0.038 0.653 2
"6" 6 0.023 0.676 3
"7" 7 0.019 0.695 2
"8" 8 0.018 0.713 2
"9" 9 0.018 0.731 3
"10" 10 0.012 0.743 3
"11" 11 0.011 0.754 3
"12" 12 0.01 0.764 3
"13" 13 0.01 0.774 3
"14" 14 0.009 0.783 2
"15" 15 0.009 0.792 2
"16" 16 0.009 0.801 2
"17" 17 0.008 0.809 2
"18" 18 0.006 0.815 3
"19" 19 0.006 0.821 2
"20" 20 0.006 0.827 4
"21" 21 0.005 0.832 3
"22" 22 0.005 0.837 3
"23" 23 0.004 0.841 3
"24" 24 0.004 0.845 4
"25" 25 0.004 0.849 3
"26" 26 0.004 0.853 4
"27" 27 0.004 0.857 4
"28" 28 0.004 0.861 2
"29" 29 0.003 0.864 3
"30" 30 0.003 0.867 3
"31" 31 0.003 0.87 3
"32" 32 0.003 0.873 4
"33" 33 0.003 0.876 4
"34" 34 0.003 0.879 3
"35" 35 0.003 0.882 3
"36" 36 0.003 0.885 3
"37" 37 0.003 0.888 3
"38" 38 0.003 0.891 3
"39" 39 0.003 0.894 2
"40" 40 0.003 0.897 5
"41" 41 0.002 0.899 3
"42" 42 0.002 0.901 3
"43" 43 0.002 0.903 3
"44" 44 0.002 0.905 4
"45" 45 0.002 0.907 3
"46" 46 0.002 0.909 3
"47" 47 0.002 0.911 4
"48" 48 0.002 0.913 5
"49" 49 0.002 0.915 5
"50" 50 0.002 0.917 3
"51" 51 0.002 0.919 3
"52" 52 0.002 0.921 3
"53" 53 0.002 0.923 3
"54" 54 0.001 0.924 3
"55" 55 0.001 0.925 3
"56" 56 0.001 0.926 4
"57" 57 0.001 0.927 2
"58" 58 0.001 0.928 4
"59" 59 0.001 0.929 2
"60" 60 0.001 0.93 3
"61" 61 0.001 0.931 4
"62" 62 0.001 0.932 4
"63" 63 0.001 0.933 2
"64" 64 0.001 0.934 4
"65" 65 0.001 0.935 5
"66" 66 0.001 0.936 7
"67" 67 0.001 0.937 5
"68" 68 0.001 0.938 4
"69" 69 0.001 0.939 4
"70" 70 0.001 0.94 2
"71" 71 0.001 0.941 3
"72" 72 0.001 0.942 3
"73" 73 0.001 0.943 3
"74" 74 0.001 0.944 3
"75" 75 0.001 0.945 4
"76" 76 0.001 0.946 3
"77" 77 0.001 0.947 4
"78" 78 0.001 0.948 4
"79" 79 0.001 0.949 4
"80" 80 0.001 0.95 3
"rank" "probability" "cumulative" "Core_shifts"
"1" 1 0.267 0.267 2
"2" 2 0.159 0.426 2
"3" 3 0.143 0.569 1
"4" 4 0.046 0.615 3
"5" 5 0.038 0.653 2
"6" 6 0.023 0.676 3
"7" 7 0.019 0.695 2
"8" 8 0.018 0.713 2
"9" 9 0.018 0.731 3
"10" 10 0.012 0.743 3
"11" 11 0.011 0.754 3
"12" 12 0.01 0.764 3
"13" 13 0.01 0.774 3
"14" 14 0.009 0.783 2
"15" 15 0.009 0.792 2
"16" 16 0.009 0.801 2
"17" 17 0.008 0.809 2
"18" 18 0.006 0.815 3
"19" 19 0.006 0.821 2
"20" 20 0.006 0.827 4
"21" 21 0.005 0.832 3
"22" 22 0.005 0.837 3
"23" 23 0.004 0.841 3
"24" 24 0.004 0.845 4
"25" 25 0.004 0.849 3
"26" 26 0.004 0.853 4
"27" 27 0.004 0.857 4
"28" 28 0.004 0.861 2
"29" 29 0.003 0.864 3
"30" 30 0.003 0.867 3
"31" 31 0.003 0.87 3
"32" 32 0.003 0.873 4
"33" 33 0.003 0.876 4
"34" 34 0.003 0.879 3
"35" 35 0.003 0.882 3
"36" 36 0.003 0.885 3
"37" 37 0.003 0.888 3
"38" 38 0.003 0.891 3
"39" 39 0.003 0.894 2
"40" 40 0.003 0.897 5
"41" 41 0.002 0.899 3
"42" 42 0.002 0.901 3
"43" 43 0.002 0.903 3
"44" 44 0.002 0.905 4
"45" 45 0.002 0.907 3
"46" 46 0.002 0.909 3
"47" 47 0.002 0.911 4
"48" 48 0.002 0.913 5
"49" 49 0.002 0.915 5
"50" 50 0.002 0.917 3
"51" 51 0.002 0.919 3
"52" 52 0.002 0.921 3
"53" 53 0.002 0.923 3
"54" 54 0.001 0.924 3
"55" 55 0.001 0.925 3
"56" 56 0.001 0.926 4
"57" 57 0.001 0.927 2
"58" 58 0.001 0.928 4
"59" 59 0.001 0.929 2
"60" 60 0.001 0.93 3
"61" 61 0.001 0.931 4
"62" 62 0.001 0.932 4
"63" 63 0.001 0.933 2
"64" 64 0.001 0.934 4
"65" 65 0.001 0.935 5
"66" 66 0.001 0.936 7
"67" 67 0.001 0.937 5
"68" 68 0.001 0.938 4
"69" 69 0.001 0.939 4
"70" 70 0.001 0.94 2
"71" 71 0.001 0.941 3
"72" 72 0.001 0.942 3
"73" 73 0.001 0.943 3
"74" 74 0.001 0.944 3
"75" 75 0.001 0.945 4
"76" 76 0.001 0.946 3
"77" 77 0.001 0.947 4
"78" 78 0.001 0.948 4
"79" 79 0.001 0.949 4
"80" 80 0.001 0.95 3
